No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
232.0,Décembre,3.0,10,15.0,30.0,37.0,12.0,17.0,400.0,91.0,11.7,1014.7,-15.9,0.0,S,4.2,École Ouakam
233.0,Décembre,3.0,10,16.0,33.0,62.0,12.0,21.0,400.0,100.0,10.9,1014.5,-14.8,0.0,SSW,1.2,École Ouakam
234.0,Décembre,3.0,10,17.0,37.0,77.0,13.0,22.0,400.0,100.0,9.5,1014.6,-15.1,0.0,SSW,3.2,École Ouakam
235.0,Décembre,3.0,10,18.0,42.0,91.0,14.0,26.0,400.0,100.0,8.8,1015.1,-13.6,0.0,ESE,1.6,École Ouakam
236.0,Décembre,3.0,10,19.0,53.0,91.0,16.0,32.0,600.0,100.0,7.2,1015.5,-13.1,0.0,ESE,1.3,École Ouakam
237.0,Décembre,3.0,10,20.0,61.0,91.0,15.0,27.0,600.0,100.0,5.8,1015.7,-12.8,0.0,E,0.8,École Ouakam
238.0,Décembre,3.0,10,21.0,56.0,78.0,14.0,25.0,600.0,100.0,4.7,1015.7,-12.3,0.0,ENE,1.0,École Ouakam
239.0,Décembre,3.0,10,22.0,62.0,88.0,18.0,27.0,600.0,100.0,4.2,1015.5,-12.3,0.0,E,0.0,École Ouakam
240.0,Décembre,3.0,10,23.0,63.0,89.0,19.0,29.0,700.0,100.0,2.3,1015.4,-12.4,0.0,ESE,0.8,École Ouakam
241.0,Décembre,3.0,11,0.0,68.0,89.0,22.0,36.0,800.0,100.0,1.6,1015.2,-11.6,0.0,E,0.0,École Ouakam
242.0,Décembre,3.0,11,1.0,68.0,89.0,23.0,36.0,900.0,100.0,0.5,1015.0,-11.6,0.0,NE,0.5,École Ouakam
243.0,Décembre,3.0,11,2.0,69.0,88.0,24.0,32.0,800.0,100.0,0.1,1014.3,-11.3,0.0,NNW,0.9,École Ouakam
244.0,Décembre,3.0,11,3.0,75.0,83.0,18.0,34.0,700.0,100.0,-1.4,1014.1,-10.8,0.0,N,0.9,École Ouakam
245.0,Décembre,3.0,11,4.0,79.0,100.0,23.0,34.0,900.0,100.0,-2.0,1014.0,-10.8,0.0,NW,1.0,École Ouakam
246.0,Décembre,3.0,11,5.0,83.0,97.0,16.0,39.0,1000.0,100.0,-1.8,1013.5,-10.9,0.0,ESE,0.6,École Ouakam
247.0,Décembre,3.0,11,6.0,85.0,94.0,16.0,42.0,900.0,100.0,-1.7,1014.0,-10.3,0.0,SE,0.6,École Ouakam
248.0,Décembre,3.0,11,7.0,80.0,100.0,18.0,48.0,900.0,100.0,-0.2,1014.3,-9.6,0.0,N,1.4,École Ouakam
249.0,Décembre,3.0,11,8.0,89.0,116.0,25.0,50.0,1000.0,100.0,2.7,1014.2,-10.6,0.0,W,1.0,École Ouakam
250.0,Décembre,3.0,11,9.0,107.0,141.0,31.0,54.0,1100.0,100.0,4.9,1013.7,-9.7,0.0,SSW,0.9,École Ouakam
251.0,Décembre,3.0,11,10.0,108.0,145.0,43.0,66.0,1100.0,100.0,6.3,1012.9,-8.4,0.0,SE,2.2,École Ouakam
269.0,Décembre,3.0,12,4.0,127.0,168.0,48.0,68.0,1300.0,46.0,6.2,1003.1,-1.7,0.0,WSW,0.7,École Ouakam
270.0,Décembre,3.0,12,5.0,135.0,171.0,39.0,75.0,1399.0,46.0,5.3,1003.2,-0.3,0.2,ESE,1.5,École Ouakam
271.0,Décembre,3.0,12,6.0,128.0,186.0,27.0,80.0,1500.0,46.0,3.4,1003.6,0.8,1.5,NW,0.6,École Ouakam
272.0,Décembre,3.0,12,7.0,123.0,138.0,26.0,88.0,1700.0,46.0,3.1,1004.0,1.3,0.3,NNW,1.2,École Ouakam
273.0,Décembre,3.0,12,8.0,121.0,138.0,10.0,76.0,1500.0,46.0,2.7,1003.8,1.1,0.1,NNE,1.0,École Ouakam
274.0,Décembre,3.0,12,9.0,116.0,85.0,8.0,66.0,1399.0,46.0,3.1,1003.3,1.6,0.0,SW,0.9,École Ouakam
275.0,Décembre,3.0,12,10.0,114.0,81.0,10.0,59.0,1300.0,46.0,3.6,1003.6,2.0,0.0,SW,0.0,École Ouakam
276.0,Décembre,3.0,12,11.0,132.0,106.0,14.0,73.0,1700.0,46.0,3.8,1003.7,1.8,0.0,SE,1.5,École Ouakam
277.0,Décembre,3.0,12,12.0,145.0,129.0,20.0,77.0,1800.0,46.0,4.4,1003.9,2.3,0.0,W,1.3,École Ouakam
278.0,Décembre,3.0,12,13.0,158.0,144.0,17.0,81.0,1800.0,43.0,5.0,1003.9,2.2,0.0,NNW,1.5,École Ouakam
279.0,Décembre,3.0,12,14.0,172.0,143.0,22.0,80.0,1800.0,33.0,5.3,1004.3,2.8,0.0,NNW,1.6,École Ouakam
280.0,Décembre,3.0,12,15.0,176.0,148.0,19.0,78.0,1800.0,33.0,6.3,1004.2,3.3,0.0,SW,2.1,École Ouakam
281.0,Décembre,3.0,12,16.0,171.0,144.0,21.0,71.0,1899.0,32.0,6.7,1005.0,3.1,0.0,W,1.1,École Ouakam
282.0,Décembre,3.0,12,17.0,213.0,181.0,24.0,98.0,2299.0,32.0,6.6,1006.2,3.2,0.0,W,0.0,École Ouakam
283.0,Décembre,3.0,12,18.0,221.0,184.0,30.0,102.0,2299.0,21.0,5.5,1007.9,3.2,0.0,NE,1.1,École Ouakam
284.0,Décembre,3.0,12,19.0,211.0,184.0,19.0,94.0,2399.0,16.0,4.0,1009.6,2.3,0.0,NNE,1.8,École Ouakam
285.0,Décembre,3.0,12,20.0,186.0,135.0,18.0,83.0,2299.0,16.0,4.6,1011.4,-0.4,0.0,NNE,1.1,École Ouakam
286.0,Décembre,3.0,12,21.0,59.0,59.0,12.0,28.0,800.0,50.0,5.6,1012.9,-8.7,0.0,NNE,1.5,École Ouakam
287.0,Décembre,3.0,12,22.0,6.0,6.0,3.0,2.0,200.0,78.0,5.0,1014.1,-10.0,0.0,NE,2.3,École Ouakam
288.0,Décembre,3.0,12,23.0,10.0,10.0,3.0,2.0,200.0,81.0,4.3,1015.1,-10.6,0.0,NE,1.9,École Ouakam
289.0,Décembre,3.0,13,0.0,3.0,3.0,3.0,2.0,200.0,81.0,3.0,1016.0,-11.0,0.0,NNE,1.0,École Ouakam
290.0,Décembre,3.0,13,1.0,7.0,7.0,3.0,2.0,200.0,83.0,2.6,1016.4,-11.7,0.0,NNW,3.0,École Ouakam
291.0,Décembre,3.0,13,2.0,9.0,9.0,3.0,3.0,200.0,83.0,2.5,1016.4,-11.8,0.0,NNW,3.6,École Ouakam
292.0,Décembre,3.0,13,3.0,3.0,3.0,4.0,6.0,200.0,83.0,1.6,1016.8,-10.0,0.0,NW,2.0,École Ouakam
293.0,Décembre,3.0,13,4.0,3.0,3.0,3.0,6.0,300.0,83.0,2.0,1017.5,-10.9,0.0,NW,2.1,École Ouakam
294.0,Décembre,3.0,13,5.0,12.0,6.0,6.0,11.0,200.0,83.0,0.0,1018.3,-10.8,0.0,NNW,1.5,École Ouakam
295.0,Décembre,3.0,13,6.0,9.0,3.0,6.0,13.0,300.0,83.0,0.6,1019.3,-11.5,0.0,NE,1.2,École Ouakam
296.0,Décembre,3.0,13,7.0,3.0,3.0,4.0,8.0,200.0,83.0,3.3,1020.7,-14.9,0.0,NNE,1.6,École Ouakam
297.0,Décembre,3.0,13,8.0,3.0,3.0,3.0,2.0,200.0,83.0,4.5,1021.8,-18.5,0.0,N,3.6,École Ouakam
298.0,Décembre,3.0,13,9.0,10.0,10.0,3.0,,200.0,83.0,5.5,1022.0,-18.4,0.0,NW,1.7,École Ouakam
299.0,Décembre,3.0,13,10.0,10.0,10.0,3.0,,200.0,86.0,6.3,1022.0,-15.1,0.0,NW,3.1,École Ouakam
300.0,Décembre,3.0,13,11.0,3.0,6.0,3.0,,200.0,86.0,7.4,1021.3,-15.4,0.0,WNW,2.1,École Ouakam
301.0,Décembre,3.0,13,12.0,3.0,6.0,3.0,2.0,700.0,86.0,8.2,1020.2,-16.2,0.0,WSW,1.2,École Ouakam
302.0,Décembre,3.0,13,13.0,3.0,58.0,8.0,8.0,200.0,86.0,9.2,1019.4,-16.2,0.0,WNW,4.3,École Ouakam
303.0,Décembre,3.0,13,14.0,13.0,28.0,8.0,6.0,200.0,86.0,9.6,1018.5,-16.7,0.0,NNW,3.7,École Ouakam
304.0,Décembre,3.0,13,15.0,8.0,17.0,7.0,6.0,200.0,87.0,10.0,1018.2,-14.0,0.0,SSW,2.9,École Ouakam
305.0,Décembre,3.0,13,16.0,12.0,14.0,7.0,6.0,200.0,89.0,8.2,1018.4,-13.5,0.0,SE,3.4,École Ouakam
306.0,Décembre,3.0,13,17.0,15.0,18.0,6.0,8.0,200.0,89.0,7.1,1018.9,-13.2,0.0,SE,2.0,École Ouakam
307.0,Décembre,3.0,13,18.0,18.0,29.0,6.0,14.0,300.0,89.0,6.1,1019.6,-13.5,0.0,ESE,2.3,École Ouakam
308.0,Décembre,3.0,13,19.0,22.0,31.0,6.0,20.0,300.0,89.0,5.3,1020.3,-13.2,0.0,ESE,1.7,École Ouakam
309.0,Décembre,3.0,13,20.0,27.0,28.0,6.0,22.0,400.0,89.0,4.4,1020.8,-12.6,0.0,ESE,0.7,École Ouakam
310.0,Décembre,3.0,13,21.0,7.0,23.0,5.0,18.0,300.0,89.0,3.5,1021.0,-11.3,0.0,ESE,0.8,École Ouakam
311.0,Décembre,3.0,13,22.0,25.0,26.0,8.0,24.0,500.0,89.0,1.5,1020.8,-10.0,0.0,ESE,0.8,École Ouakam
312.0,Décembre,3.0,13,23.0,35.0,26.0,7.0,29.0,600.0,89.0,1.4,1020.9,-9.3,0.0,ESE,0.8,École Ouakam
313.0,Décembre,3.0,14,0.0,41.0,42.0,7.0,37.0,800.0,89.0,2.5,1021.1,-8.8,0.0,ESE,3.0,École Ouakam
314.0,Décembre,3.0,14,1.0,44.0,41.0,8.0,38.0,700.0,89.0,1.4,1021.4,-4.7,0.0,ESE,2.9,École Ouakam
315.0,Décembre,3.0,14,2.0,44.0,45.0,8.0,39.0,700.0,89.0,0.6,1021.2,-4.8,0.0,ESE,2.8,École Ouakam
316.0,Décembre,3.0,14,3.0,47.0,54.0,13.0,50.0,800.0,89.0,0.0,1021.0,-5.0,0.0,E,1.2,École Ouakam
317.0,Décembre,3.0,14,4.0,67.0,78.0,16.0,66.0,1200.0,89.0,-0.4,1021.0,-5.6,0.0,ESE,1.7,École Ouakam
318.0,Décembre,3.0,14,5.0,74.0,81.0,19.0,66.0,1399.0,89.0,-0.8,1021.3,-5.6,0.0,ESE,1.3,École Ouakam
319.0,Décembre,3.0,14,6.0,73.0,82.0,21.0,65.0,1399.0,89.0,-1.6,1021.4,-5.3,0.0,WNW,1.4,École Ouakam
320.0,Décembre,3.0,14,7.0,72.0,85.0,23.0,70.0,1500.0,89.0,-0.5,1021.7,-5.1,0.0,WSW,0.9,École Ouakam
321.0,Décembre,3.0,14,8.0,83.0,98.0,39.0,70.0,1600.0,89.0,1.1,1021.8,-5.0,0.0,NW,0.6,École Ouakam
323.0,Décembre,3.0,14,10.0,104.0,112.0,44.0,49.0,1399.0,89.0,3.5,1020.2,-4.9,0.0,SW,1.8,École Ouakam
324.0,Décembre,3.0,14,11.0,132.0,126.0,37.0,46.0,1399.0,89.0,4.8,1019.0,-4.8,0.0,SSW,2.2,École Ouakam
325.0,Décembre,3.0,14,12.0,140.0,133.0,45.0,59.0,1500.0,89.0,5.9,1018.2,-4.6,0.0,ESE,1.5,École Ouakam
326.0,Décembre,3.0,14,13.0,130.0,127.0,40.0,52.0,1300.0,89.0,6.9,1017.1,-4.2,0.0,ESE,2.0,École Ouakam
327.0,Décembre,3.0,14,14.0,136.0,118.0,36.0,53.0,1300.0,89.0,8.0,1016.1,-3.8,0.0,SE,3.2,École Ouakam
328.0,Décembre,3.0,14,15.0,146.0,136.0,39.0,75.0,1399.0,89.0,8.2,1015.2,-4.0,0.0,ENE,1.0,École Ouakam
329.0,Décembre,3.0,14,16.0,151.0,149.0,48.0,91.0,1399.0,89.0,8.3,1014.8,-3.9,0.0,ESE,1.6,École Ouakam
332.0,Décembre,3.0,14,19.0,137.0,127.0,47.0,80.0,1200.0,57.0,6.5,1015.3,-3.5,0.0,ESE,1.0,École Ouakam
333.0,Décembre,3.0,14,20.0,138.0,127.0,40.0,78.0,1200.0,57.0,3.9,1015.3,-4.1,0.0,ESE,0.0,École Ouakam
334.0,Décembre,3.0,14,21.0,153.0,137.0,42.0,78.0,1300.0,56.0,3.2,1015.3,-4.1,0.0,E,0.0,École Ouakam
335.0,Décembre,3.0,14,22.0,150.0,140.0,50.0,75.0,1300.0,56.0,3.4,1015.1,-3.9,0.0,E,0.8,École Ouakam
337.0,Décembre,3.0,15,0.0,150.0,135.0,50.0,76.0,1300.0,56.0,0.9,1014.7,-3.8,0.0,NNW,1.0,École Ouakam
338.0,Décembre,3.0,15,1.0,149.0,134.0,44.0,72.0,1300.0,56.0,0.2,1014.3,-3.7,0.0,N,0.8,École Ouakam
339.0,Décembre,3.0,15,2.0,154.0,138.0,45.0,70.0,1500.0,56.0,0.1,1013.6,-3.8,0.0,NE,0.4,École Ouakam
340.0,Décembre,3.0,15,3.0,148.0,138.0,30.0,70.0,700.0,56.0,-0.3,1013.3,-3.8,0.0,N,1.1,École Ouakam
341.0,Décembre,3.0,15,4.0,151.0,127.0,24.0,,1300.0,56.0,-0.3,1013.1,-4.0,0.0,NNE,1.0,École Ouakam
342.0,Décembre,3.0,15,5.0,148.0,127.0,25.0,68.0,1300.0,56.0,-0.2,1013.1,-3.7,0.0,NNE,0.8,École Ouakam
343.0,Décembre,3.0,15,6.0,148.0,127.0,24.0,71.0,1300.0,56.0,-0.3,1012.9,-3.7,0.0,NNE,0.1,École Ouakam
344.0,Décembre,3.0,15,7.0,150.0,128.0,24.0,68.0,1300.0,56.0,1.6,1013.4,-2.7,0.0,N,0.9,École Ouakam
345.0,Décembre,3.0,15,8.0,174.0,149.0,29.0,58.0,1399.0,56.0,3.9,1013.2,-2.5,0.0,N,1.0,École Ouakam
346.0,Décembre,3.0,15,9.0,174.0,153.0,37.0,53.0,1399.0,56.0,6.2,1012.6,-2.4,0.0,SW,1.3,École Ouakam
347.0,Décembre,3.0,15,10.0,175.0,153.0,38.0,54.0,1500.0,25.0,7.6,1011.7,-2.7,0.0,ESE,0.9,École Ouakam
357.0,Décembre,3.0,15,20.0,261.0,242.0,44.0,96.0,1800.0,82.0,7.3,1010.6,-1.4,0.0,N,0.2,École Ouakam
358.0,Décembre,3.0,15,21.0,270.0,246.0,44.0,92.0,2000.0,82.0,6.6,1011.6,-1.3,0.0,NE,1.1,École Ouakam
359.0,Décembre,3.0,15,22.0,262.0,239.0,43.0,91.0,2000.0,82.0,5.6,1012.3,-1.1,0.0,NNE,0.8,École Ouakam
360.0,Décembre,3.0,15,23.0,289.0,267.0,48.0,106.0,2600.0,82.0,4.6,1012.6,-1.4,0.0,NNE,1.0,École Ouakam
361.0,Décembre,3.0,16,0.0,272.0,245.0,42.0,106.0,2100.0,82.0,4.5,1012.7,-1.3,0.0,NE,0.7,École Ouakam
362.0,Décembre,3.0,16,1.0,268.0,238.0,37.0,108.0,2000.0,82.0,4.5,1013.0,-1.3,0.0,NE,0.1,École Ouakam
363.0,Décembre,3.0,16,2.0,270.0,243.0,37.0,110.0,2000.0,82.0,3.5,1013.2,-1.5,0.0,N,0.0,École Ouakam
364.0,Décembre,3.0,16,3.0,273.0,247.0,32.0,105.0,1899.0,82.0,2.4,1014.1,-1.8,0.0,NNW,0.8,École Ouakam
365.0,Décembre,3.0,16,4.0,267.0,250.0,24.0,96.0,2000.0,82.0,2.3,1014.6,-1.5,0.0,NW,0.1,École Ouakam
366.0,Décembre,3.0,16,5.0,253.0,219.0,18.0,84.0,1800.0,82.0,1.9,1015.6,-1.4,0.0,ESE,1.5,École Ouakam
367.0,Décembre,3.0,16,6.0,242.0,209.0,17.0,80.0,1899.0,82.0,3.2,1016.6,-1.4,0.0,N,1.3,École Ouakam
368.0,Décembre,3.0,16,7.0,240.0,220.0,24.0,87.0,1899.0,82.0,4.4,1017.1,-0.8,0.0,ENE,1.3,École Ouakam
369.0,Décembre,3.0,16,8.0,258.0,237.0,29.0,76.0,1899.0,82.0,6.6,1017.5,0.1,0.0,N,0.8,École Ouakam
370.0,Décembre,3.0,16,9.0,252.0,226.0,45.0,74.0,1700.0,82.0,10.7,1017.5,0.1,0.0,SW,0.9,École Ouakam
373.0,Décembre,3.0,16,12.0,197.0,167.0,50.0,55.0,1300.0,86.0,14.4,1014.9,-1.7,0.0,SE,1.1,École Ouakam
374.0,Décembre,3.0,16,13.0,154.0,167.0,42.0,40.0,1200.0,107.0,14.3,1013.8,-2.2,0.0,SE,2.6,École Ouakam
375.0,Décembre,3.0,16,14.0,174.0,148.0,45.0,62.0,1500.0,107.0,14.6,1013.1,-1.5,0.0,SSW,2.3,École Ouakam
376.0,Décembre,3.0,16,15.0,179.0,174.0,48.0,66.0,1700.0,107.0,13.8,1012.3,-1.4,0.0,SSW,4.1,École Ouakam
377.0,Décembre,3.0,16,16.0,166.0,153.0,45.0,54.0,1500.0,107.0,13.4,1011.5,0.1,0.0,SW,2.9,École Ouakam
378.0,Décembre,3.0,16,17.0,165.0,156.0,45.0,58.0,1600.0,107.0,12.4,1011.2,0.8,0.0,SSW,1.9,École Ouakam
383.0,Décembre,3.0,16,22.0,260.0,236.0,45.0,80.0,3100.0,107.0,8.4,1009.9,2.2,0.0,ESE,1.6,École Ouakam
384.0,Décembre,3.0,16,23.0,268.0,236.0,33.0,76.0,2700.0,107.0,7.9,1009.4,1.5,0.0,ENE,0.7,École Ouakam
385.0,Décembre,3.0,17,0.0,271.0,225.0,26.0,75.0,2600.0,107.0,7.4,1008.8,1.0,0.0,E,0.6,École Ouakam
386.0,Décembre,3.0,17,1.0,282.0,226.0,26.0,76.0,2600.0,107.0,7.2,1008.4,0.2,0.0,ESE,0.9,École Ouakam
387.0,Décembre,3.0,17,2.0,286.0,245.0,24.0,78.0,2700.0,107.0,7.2,1006.0,0.4,0.0,SE,2.8,École Ouakam
388.0,Décembre,3.0,17,3.0,283.0,240.0,20.0,75.0,2700.0,107.0,6.8,1005.7,0.2,0.0,ESE,0.6,École Ouakam
389.0,Décembre,3.0,17,4.0,286.0,232.0,23.0,75.0,2399.0,107.0,5.9,1005.0,1.0,0.0,N,0.9,École Ouakam
390.0,Décembre,3.0,17,5.0,274.0,233.0,20.0,71.0,2299.0,107.0,5.3,1004.5,1.0,0.0,N,0.4,École Ouakam
391.0,Décembre,3.0,17,6.0,257.0,223.0,20.0,74.0,2200.0,107.0,4.1,1003.3,0.8,0.0,NNE,0.7,École Ouakam
392.0,Décembre,3.0,17,7.0,247.0,189.0,16.0,71.0,2100.0,107.0,5.8,1002.7,1.1,0.0,WSW,0.5,École Ouakam
393.0,Décembre,3.0,17,8.0,257.0,212.0,18.0,66.0,2100.0,107.0,7.3,1002.3,0.9,0.0,ESE,1.2,École Ouakam
394.0,Décembre,3.0,17,9.0,311.0,271.0,34.0,78.0,2399.0,107.0,8.4,1001.6,0.8,0.0,E,1.5,École Ouakam
406.0,Décembre,3.0,17,21.0,380.0,339.0,33.0,143.0,3000.0,107.0,9.0,993.4,2.3,0.0,SE,0.4,École Ouakam
408.0,Décembre,3.0,17,23.0,377.0,325.0,35.0,123.0,3000.0,107.0,8.1,993.4,1.7,0.0,ENE,1.5,École Ouakam
409.0,Décembre,3.0,18,0.0,370.0,325.0,29.0,94.0,2500.0,107.0,12.2,993.8,-9.5,0.0,NE,3.7,École Ouakam
410.0,Décembre,3.0,18,1.0,48.0,124.0,3.0,4.0,300.0,107.0,11.7,994.3,-8.8,0.0,NNW,4.7,École Ouakam
411.0,Décembre,3.0,18,2.0,24.0,117.0,3.0,3.0,200.0,107.0,10.3,994.5,-9.4,0.0,N,3.6,École Ouakam
412.0,Décembre,3.0,18,3.0,11.0,54.0,3.0,4.0,200.0,107.0,10.2,994.8,-11.2,0.0,NNW,6.8,École Ouakam
413.0,Décembre,3.0,18,4.0,9.0,28.0,3.0,5.0,200.0,107.0,8.1,995.5,-8.0,0.0,NW,5.1,École Ouakam
414.0,Décembre,3.0,18,5.0,11.0,73.0,3.0,8.0,300.0,107.0,7.0,997.2,-8.6,0.0,N,2.7,École Ouakam
415.0,Décembre,3.0,18,6.0,16.0,66.0,6.0,10.0,300.0,107.0,5.7,999.0,-12.4,0.0,NNE,3.6,École Ouakam
416.0,Décembre,3.0,18,7.0,8.0,67.0,3.0,4.0,200.0,107.0,6.2,1000.1,-14.6,0.0,NE,3.1,École Ouakam
417.0,Décembre,3.0,18,8.0,10.0,6.0,3.0,4.0,200.0,107.0,7.6,1000.9,-17.5,0.0,NNW,4.6,École Ouakam
418.0,Décembre,3.0,18,9.0,3.0,18.0,3.0,3.0,200.0,107.0,8.4,1000.8,-18.5,0.0,NNW,2.8,École Ouakam
419.0,Décembre,3.0,18,10.0,9.0,6.0,3.0,3.0,200.0,107.0,9.4,1001.2,-17.7,0.0,ENE,1.7,École Ouakam
420.0,Décembre,3.0,18,11.0,6.0,6.0,3.0,3.0,200.0,107.0,10.2,1000.9,-16.2,0.0,SW,2.7,École Ouakam
421.0,Décembre,3.0,18,12.0,8.0,6.0,3.0,5.0,300.0,107.0,11.4,1000.0,-16.1,0.0,WNW,5.4,École Ouakam
422.0,Décembre,3.0,18,13.0,8.0,6.0,3.0,6.0,300.0,107.0,11.8,998.5,-16.8,0.0,WNW,4.1,École Ouakam
423.0,Décembre,3.0,18,14.0,7.0,6.0,3.0,7.0,300.0,93.0,12.6,997.2,-16.1,0.0,SSW,2.0,École Ouakam
424.0,Décembre,3.0,18,15.0,15.0,6.0,3.0,7.0,300.0,95.0,12.2,996.3,-15.5,0.0,W,1.4,École Ouakam
425.0,Décembre,3.0,18,16.0,8.0,6.0,5.0,10.0,300.0,93.0,11.4,996.1,-15.2,0.0,SW,3.9,École Ouakam
426.0,Décembre,3.0,18,17.0,12.0,6.0,4.0,14.0,300.0,88.0,10.3,996.4,-16.1,0.0,SSW,4.3,École Ouakam
427.0,Décembre,3.0,18,18.0,17.0,15.0,5.0,23.0,400.0,80.0,8.8,997.3,-5.1,0.0,SSW,4.4,École Ouakam
428.0,Décembre,3.0,18,19.0,30.0,108.0,6.0,30.0,400.0,75.0,6.7,998.8,-3.8,0.0,SSE,4.7,École Ouakam
429.0,Décembre,3.0,18,20.0,45.0,170.0,13.0,34.0,600.0,65.0,5.4,1000.0,-4.2,0.0,S,4.5,École Ouakam
430.0,Décembre,3.0,18,21.0,46.0,123.0,12.0,33.0,700.0,57.0,4.6,1000.5,-4.4,0.0,SSE,2.5,École Ouakam
431.0,Décembre,3.0,18,22.0,44.0,93.0,10.0,33.0,700.0,53.0,3.4,1001.1,-4.6,0.0,ESE,3.6,École Ouakam
432.0,Décembre,3.0,18,23.0,44.0,93.0,10.0,33.0,700.0,45.0,2.5,1002.4,-4.3,0.0,ESE,2.7,École Ouakam
433.0,Décembre,3.0,19,0.0,43.0,77.0,10.0,37.0,800.0,44.0,0.7,1003.0,-2.0,0.1,ESE,2.2,École Ouakam
434.0,Décembre,3.0,19,1.0,41.0,81.0,10.0,35.0,800.0,39.0,-0.1,1003.1,-1.5,0.4,SE,2.7,École Ouakam
435.0,Décembre,3.0,19,2.0,36.0,43.0,4.0,31.0,800.0,37.0,-0.3,1002.5,-1.9,0.0,SE,2.5,École Ouakam
436.0,Décembre,3.0,19,3.0,40.0,20.0,4.0,28.0,700.0,,-0.5,1003.0,-2.2,0.0,SE,2.1,École Ouakam
437.0,Décembre,3.0,19,4.0,29.0,6.0,4.0,31.0,600.0,21.0,-0.2,1002.7,-2.6,0.0,ESE,1.0,École Ouakam
438.0,Décembre,3.0,19,5.0,43.0,18.0,3.0,36.0,600.0,24.0,-0.2,1002.7,-2.4,0.0,WSW,0.7,École Ouakam
439.0,Décembre,3.0,19,6.0,43.0,20.0,3.0,36.0,500.0,30.0,0.2,1003.4,-2.5,0.0,WNW,0.7,École Ouakam
440.0,Décembre,3.0,19,7.0,40.0,33.0,3.0,29.0,500.0,26.0,0.7,1004.2,-2.2,0.0,N,1.3,École Ouakam
441.0,Décembre,3.0,19,8.0,48.0,37.0,4.0,30.0,600.0,27.0,1.7,1004.6,-2.8,0.0,NE,1.5,École Ouakam
442.0,Décembre,3.0,19,9.0,42.0,40.0,7.0,25.0,500.0,36.0,2.1,1005.1,-2.1,0.0,SE,0.4,École Ouakam
443.0,Décembre,3.0,19,10.0,53.0,57.0,4.0,22.0,600.0,35.0,2.4,1005.0,-1.2,0.0,E,0.1,École Ouakam
444.0,Décembre,3.0,19,11.0,64.0,49.0,4.0,20.0,600.0,34.0,2.0,1004.8,0.1,0.3,W,0.9,École Ouakam
445.0,Décembre,3.0,19,12.0,63.0,56.0,3.0,23.0,700.0,30.0,2.2,1004.5,0.7,0.2,WNW,0.8,École Ouakam
446.0,Décembre,3.0,19,13.0,65.0,44.0,3.0,26.0,700.0,26.0,2.4,1004.6,0.9,0.1,WNW,1.0,École Ouakam
447.0,Décembre,3.0,19,14.0,66.0,34.0,3.0,28.0,700.0,27.0,3.4,1004.7,1.4,0.0,N,0.8,École Ouakam
448.0,Décembre,3.0,19,15.0,57.0,34.0,3.0,23.0,600.0,38.0,3.2,1005.2,1.2,0.1,NNW,1.0,École Ouakam
449.0,Décembre,3.0,19,16.0,40.0,12.0,3.0,16.0,500.0,48.0,2.9,1006.2,1.4,0.4,SW,1.3,École Ouakam
450.0,Décembre,3.0,19,17.0,29.0,11.0,3.0,12.0,400.0,59.0,2.7,1006.9,0.8,0.5,SE,0.6,École Ouakam
451.0,Décembre,3.0,19,18.0,31.0,8.0,3.0,22.0,400.0,50.0,2.3,1008.3,0.7,0.5,S,1.3,École Ouakam
452.0,Décembre,3.0,19,19.0,38.0,27.0,3.0,25.0,500.0,42.0,1.1,1009.8,-0.2,1.8,ESE,1.2,École Ouakam
453.0,Décembre,3.0,19,20.0,42.0,22.0,3.0,23.0,600.0,39.0,0.6,1011.0,-0.3,1.5,SE,1.3,École Ouakam
454.0,Décembre,3.0,19,21.0,44.0,28.0,3.0,29.0,800.0,27.0,0.4,1011.8,-0.5,1.0,ESE,2.5,École Ouakam
455.0,Décembre,3.0,19,22.0,41.0,21.0,3.0,45.0,800.0,23.0,0.1,1012.7,-0.6,0.8,ESE,3.3,École Ouakam
456.0,Décembre,3.0,19,23.0,42.0,21.0,3.0,46.0,400.0,59.0,-0.2,1013.3,-0.9,1.3,ESE,2.4,École Ouakam
457.0,Décembre,3.0,20,0.0,16.0,6.0,3.0,21.0,500.0,56.0,-0.6,1014.4,-1.3,1.8,E,1.1,École Ouakam
458.0,Décembre,3.0,20,1.0,22.0,37.0,3.0,18.0,600.0,52.0,-1.0,1015.3,-1.7,5.7,ESE,2.5,École Ouakam
459.0,Décembre,3.0,20,2.0,30.0,37.0,3.0,21.0,700.0,52.0,-1.5,1015.4,-2.2,1.0,ESE,1.1,École Ouakam
460.0,Décembre,3.0,20,3.0,14.0,6.0,3.0,9.0,300.0,72.0,-1.6,1015.7,-2.3,2.8,SE,0.4,École Ouakam
461.0,Décembre,3.0,20,4.0,14.0,6.0,3.0,9.0,300.0,73.0,-2.9,1016.1,-3.7,0.7,N,0.0,École Ouakam
462.0,Décembre,3.0,20,5.0,14.0,6.0,3.0,15.0,400.0,63.0,-4.1,1016.3,-4.9,0.0,N,0.2,École Ouakam
463.0,Décembre,3.0,20,6.0,10.0,6.0,3.0,9.0,300.0,62.0,-4.8,1016.8,-5.8,0.0,N,0.0,École Ouakam
